PriceList,Catalog,GradeGroup,Price,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-04,50,375,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-04,60,395,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-04,70,415,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-04,F,640,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-04,I,700,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-04,41,355,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-04,42,375,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-07,10,950,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-07,20,990,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-07,30,1020,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-07,40,1050,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-07,50,1100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-07,60,1150,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-07,70,1200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-07,F,1800,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-07,I,1950,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-08,10,950,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-08,20,990,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-08,30,1020,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-08,40,1050,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-08,50,1100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-08,60,1150,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-08,70,1200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-08,F,1800,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-08,I,1950,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-09,10,600,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-09,20,620,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-09,30,635,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-09,40,670,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-09,50,705,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-09,60,740,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-09,70,775,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-09,F,1195,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-09,I,1300,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-10,10,500,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-10,20,520,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-10,30,535,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-10,40,555,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-10,50,575,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-10,60,595,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-10,70,615,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-10,F,840,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-10,I,900,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-14,10,800,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-14,20,820,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-14,30,835,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-14,40,850,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-14,50,870,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-14,60,890,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-14,70,910,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-14,F,1480,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-14,I,1600,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-35,10,925,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-35,20,965,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-35,30,995,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-35,40,1025,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-35,50,1075,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-35,60,1125,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-35,70,1175,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-35,F,1605,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-35,I,1725,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-36,10,925,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-36,20,965,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-36,30,995,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-36,40,1025,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-36,50,1075,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-36,60,1125,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-36,70,1175,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-36,F,1605,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-36,I,1725,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-39,10,1200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-39,20,1240,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-39,30,1270,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-39,40,1300,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-39,50,1350,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-39,60,1400,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-39,70,1450,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-39,F,2050,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-39,I,2200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-40,10,1200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-40,20,1240,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-40,30,1270,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-40,40,1300,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-40,50,1350,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-40,60,1400,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-40,70,1450,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-40,F,2050,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-40,I,2200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-64,10,400,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-64,20,420,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-64,30,435,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-64,40,455,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-64,50,475,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-64,60,495,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-64,70,515,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-64,F,675,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-64,I,735,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-64,41,455,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-64,42,475,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-74,10,400,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-74,20,420,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-74,30,435,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-74,40,455,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-74,50,475,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-74,60,495,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-74,70,515,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-74,F,675,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-74,I,735,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-74,41,455,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-74,42,475,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-82,10,1100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-82,20,1140,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-82,30,1170,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-82,40,1200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-82,50,1250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-82,60,1300,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-82,70,1350,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-82,F,1950,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-82,I,2100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-83,10,1100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-83,20,1140,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-83,30,1170,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-83,40,1200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-83,50,1250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-83,60,1300,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-83,70,1350,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-83,F,1950,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-83,I,2100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-84,10,1100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-84,20,1140,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-84,30,1170,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-84,40,1200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-84,50,1250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-84,60,1300,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-84,70,1350,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-84,F,1950,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-84,I,2100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-85,10,1100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-85,20,1140,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-85,30,1170,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-85,40,1200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-85,50,1250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-85,60,1300,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-85,70,1350,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-85,F,1950,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-85,I,2100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-86,10,1150,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-86,20,1190,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-86,30,1220,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-86,40,1250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-86,50,1300,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-86,60,1350,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-86,70,1400,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-86,F,2000,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-86,I,2150,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-87,10,1150,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-87,20,1190,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-87,30,1220,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-87,40,1250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-87,50,1300,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-87,60,1350,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-87,70,1400,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-87,F,2000,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-87,I,2150,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-91,10,1015,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-91,20,1055,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-91,30,1085,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-91,40,1115,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-91,50,1165,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-91,60,1215,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-91,70,1265,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-91,F,1865,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-91,I,2015,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-93,10,400,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-93,20,420,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-93,30,435,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-93,40,455,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-93,50,475,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-93,60,495,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-93,70,515,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-93,F,675,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-93,I,735,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-93,41,455,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-93,42,475,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-94,10,400,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-94,20,420,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-94,30,435,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-94,40,455,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-94,50,475,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-94,60,495,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-94,70,515,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-94,F,675,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-94,I,735,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-94,41,455,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-94,42,475,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-S3,10,1250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-S3,20,1290,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-S3,30,1320,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-S3,40,1350,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-S3,50,1400,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-S3,60,1450,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-S3,70,1500,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-S3,F,2100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,31232-S3,I,2250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-01,10,220,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-01,20,260,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-01,30,290,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-01,40,320,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-01,50,370,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-01,60,420,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-01,70,470,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-01,F,1070,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-01,I,1220,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-02,10,150,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-02,20,170,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-02,30,185,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-02,40,205,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-02,50,225,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-02,60,245,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-02,70,265,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-02,F,575,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-02,I,650,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-03,10,180,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-03,20,220,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-03,30,250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-03,40,280,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-03,50,330,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-03,60,380,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-03,70,430,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-03,F,1030,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-03,I,1180,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-04,10,55,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-04,20,75,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-04,30,90,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-04,40,110,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-04,50,130,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-04,60,150,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-04,70,170,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-04,F,395,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-04,I,455,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-07,10,180,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-07,20,220,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-07,30,250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-07,40,280,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-07,50,330,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-07,60,380,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-07,70,430,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-07,F,1030,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-07,I,1180,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-08,10,180,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-08,20,220,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-08,30,250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-08,40,280,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-08,50,330,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-08,60,380,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-08,70,430,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-08,F,1030,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-08,I,1180,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-09,10,140,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-09,20,160,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-09,30,175,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-09,40,210,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-09,50,245,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-09,60,280,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-09,70,315,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-09,F,735,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-09,I,840,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-10,10,125,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-10,20,145,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-10,30,160,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-10,40,180,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-10,50,200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-10,60,220,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-10,70,240,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-10,F,465,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-10,I,525,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-14,10,160,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-14,20,180,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-14,30,195,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-14,40,210,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-14,50,230,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-14,60,250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-14,70,270,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-14,F,840,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-14,I,960,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-15,10,160,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-15,20,200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-15,30,230,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-15,40,260,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-15,50,310,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-15,60,360,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-15,70,410,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-15,F,1010,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-15,I,1160,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-16,10,160,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-16,20,200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-16,30,230,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-16,40,260,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-16,50,310,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-16,60,360,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-16,70,410,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-16,F,1010,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-16,I,1160,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-35,10,160,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-35,20,200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-35,30,230,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-35,40,260,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-35,50,310,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-35,60,360,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-35,70,410,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-35,F,840,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-35,I,960,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-36,10,160,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-36,20,200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-36,30,230,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-36,40,260,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-36,50,310,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-36,60,360,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-36,70,410,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-36,F,840,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,34232-36,I,960,,,,,,,,,,,,,,,,,,,,,,,
